Emotions,Path
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-03-01-01-01-24.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-03-01-01-02-24.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-03-01-02-01-24.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-03-01-02-02-24.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-03-02-01-01-24.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-03-02-01-02-24.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-03-02-02-01-24.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-03-02-02-02-24.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-04-01-01-01-24.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-04-01-01-02-24.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-04-01-02-01-24.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-04-01-02-02-24.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-04-02-01-01-24.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-04-02-01-02-24.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-04-02-02-01-24.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-04-02-02-02-24.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-05-01-01-01-24.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-05-01-01-02-24.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-05-01-02-01-24.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-05-01-02-02-24.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-05-02-01-01-24.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-05-02-01-02-24.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-05-02-02-01-24.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-05-02-02-02-24.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-06-01-01-01-24.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-06-01-01-02-24.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-06-01-02-01-24.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-06-01-02-02-24.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-06-02-01-01-24.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-06-02-01-02-24.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-06-02-02-01-24.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-06-02-02-02-24.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-07-01-01-01-24.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-07-01-01-02-24.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-07-01-02-01-24.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-07-01-02-02-24.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-07-02-01-01-24.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-07-02-01-02-24.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-07-02-02-01-24.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-07-02-02-02-24.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-08-01-01-01-24.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-08-01-01-02-24.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-08-01-02-01-24.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-08-01-02-02-24.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-08-02-01-01-24.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-08-02-01-02-24.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-08-02-02-01-24.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_24/03-01-08-02-02-02-24.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.1.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.1.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.1.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.1.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.1.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.1.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.1.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.1.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.1.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.1.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.2.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.2.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.2.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.2.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.2.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.2.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.2.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.2.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.2.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.2.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.3.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.3.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.3.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.3.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.3.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.3.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.3.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.3.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.3.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.3.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.4.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.4.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.4.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.4.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.4.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.4.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.4.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.4.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.4.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.4.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.5.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.5.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.5.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.5.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.5.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.5.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.5.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.5.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.5.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/1.5.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.1.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.1.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.1.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.1.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.1.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.1.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.1.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.1.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.1.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.1.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.2.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.2.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.2.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.2.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.2.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.2.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.2.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.2.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.2.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.2.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.3.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.3.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.3.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.3.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.3.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.3.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.3.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.3.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.3.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.3.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.4.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.4.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.4.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.4.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.4.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.4.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.4.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.4.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.4.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.4.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.5.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.5.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.5.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.5.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.5.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.5.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.5.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.5.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.5.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/2.5.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.1.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.1.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.1.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.1.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.1.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.1.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.1.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.1.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.1.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.1.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.2.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.2.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.2.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.2.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.2.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.2.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.2.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.2.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.2.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.2.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.3.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.3.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.3.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.3.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.3.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.3.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.3.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.3.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.3.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.3.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.4.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.4.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.4.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.4.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.4.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.4.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.4.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.4.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.4.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.4.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.5.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.5.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.5.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.5.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.5.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.5.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.5.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.5.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.5.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/3.5.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.1.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.1.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.1.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.1.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.1.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.1.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.1.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.1.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.1.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.1.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.2. anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.2. anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.2. anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.2. anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.2. anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.2. anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.2. anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.2. anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.2. anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.2. anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.3.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.3.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.3.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.3.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.3.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.3.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.3.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.3.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.3.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.3.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.4.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.4.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.4.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.4.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.4.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.4.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.4.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.4.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.4.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.4.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.5.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.5.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.5.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.5.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.5.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.5.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.5.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.5.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.5.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/4.5.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.1.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.1.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.1.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.1.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.1.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.1.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.1.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.1.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.1.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.1.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.2.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.2.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.2.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.2.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.2.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.2.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.2.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.2.anger-08.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.2.anger-09.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.2.anger-10.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.3.anger-01.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.3.anger-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.3.anger-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.3.anger-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.3.anger-05.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.3.anger-06.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.3.anger-07.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/HindiSER/angry/5.3.anger-08.wav
